ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
08117003,650,128,45,320,151,1,0,0,0,2,3,20
08117006,2544,139,100,1271,979,11,0,0,0,36,7,17
08117007,2404,147,98,1279,857,5,0,0,0,10,10,18
08117009,250,48,20,142,38,0,0,0,0,2,1,2
08117010,5108,305,230,3038,1496,13,0,2,0,22,3,46
08117011,826,74,41,341,366,1,0,0,0,0,3,4
08117012,1095,161,63,500,357,4,3,0,0,2,5,12
08117014,2271,168,98,1156,745,60,0,0,0,36,8,14
08117015,3982,376,187,2069,1262,28,2,0,0,37,20,34
08117016,568,25,32,369,137,0,0,0,0,5,1,2
08117017,537,69,36,293,132,0,0,0,0,3,4,8
08117018,2626,380,191,1182,842,6,0,0,0,8,16,70
08117019,1641,406,143,754,301,10,0,0,0,11,15,89
08117020,480,71,28,306,68,3,0,0,0,2,2,14
08117023,330,35,27,179,87,0,0,0,0,1,1,0
08117024,7583,622,431,3919,2522,22,0,0,6,45,18,95
08117025,1002,115,56,526,289,2,0,0,0,6,7,20
08117026,5921,1349,551,2654,1282,28,0,0,0,14,43,194
08117028,2305,88,155,1255,726,7,2,0,0,67,5,19
08117029,764,92,53,524,79,2,0,0,0,6,8,10
08117030,1245,133,83,769,232,15,0,0,2,2,9,13
08117031,1164,66,86,790,192,13,0,0,0,17,0,1
08117033,895,122,55,329,375,4,0,0,0,4,6,13
08117035,633,51,44,235,288,4,0,0,0,7,3,9
08117037,1190,95,48,785,243,8,0,0,0,7,5,8
08117038,640,129,53,311,141,1,0,0,0,2,3,10
08117042,831,187,65,319,244,5,0,0,0,6,4,44
08117043,968,60,39,543,313,10,0,0,0,0,3,5
08117044,1097,130,55,636,270,1,0,0,0,1,4,33
08117049,1279,256,101,567,335,3,0,0,0,7,9,53
08117051,2479,350,183,981,922,8,0,0,0,9,28,59
08117053,1295,108,76,735,364,3,0,0,0,5,5,6
08117055,968,104,55,498,308,0,0,0,0,1,2,18
08117058,2341,80,100,901,1223,5,0,0,0,28,4,6
08117060,639,115,56,394,66,1,0,0,0,1,6,24
08117061,2331,104,75,637,1482,15,0,0,0,9,9,6
08118000,68677,11273,6035,37256,12357,179,19,3,1,623,932,1944
08118001,1015,140,70,679,116,2,0,0,0,2,6,28
08118003,580,240,100,216,16,0,0,0,0,7,0,51
08118006,487,119,49,250,6,1,0,0,0,15,47,26
08118007,1683,269,143,926,256,12,0,0,0,26,50,46
08118010,2013,221,144,1195,434,4,0,0,0,3,12,36
08118011,3038,523,273,1876,334,3,0,0,0,19,10,112
08118012,2620,202,158,1593,624,4,0,0,0,33,7,20
08118014,870,126,66,501,160,0,0,0,0,12,4,14
08118015,619,77,47,371,119,0,0,0,0,2,4,12
08118016,307,61,19,128,97,0,0,0,0,0,2,1
08118018,823,110,72,476,106,1,0,0,0,20,38,18
08118019,1701,323,139,418,797,2,13,0,0,4,5,38
08118021,2551,197,195,1597,534,1,0,1,0,8,18,25
08118027,1234,150,80,802,196,1,0,0,0,2,3,33
08118028,503,57,36,347,7,5,0,0,0,10,42,4
08118040,852,125,75,572,33,1,0,0,0,5,41,26
08118046,1465,616,293,549,3,0,0,0,0,1,4,109
08118047,1095,124,76,613,272,0,0,0,0,6,4,16
08118048,4334,1506,560,1906,213,21,0,0,0,43,86,219
08118049,1806,315,162,1007,281,1,0,0,0,10,29,38
08118050,2817,393,233,1812,244,24,0,0,1,74,37,78
08118051,995,180,120,691,0,2,0,0,0,1,1,37
08118053,1020,102,96,562,223,1,0,0,0,10,26,32
08118054,779,163,71,379,146,0,0,0,0,5,15,30
08118059,816,82,55,571,75,7,1,0,0,8,17,7
08118060,2110,214,133,874,864,0,0,0,0,9,15,28
08118063,1018,153,109,530,178,2,0,0,0,16,31,37
08118067,1485,384,166,887,13,12,0,0,0,18,5,91
08118068,1148,163,82,509,380,5,0,0,0,1,7,35
08118070,2318,261,202,1316,495,0,0,0,0,14,29,29
08118071,878,204,111,523,29,0,0,0,0,9,2,43
08118073,7340,817,566,4134,1615,33,4,0,0,70,99,144
08118074,614,80,55,359,96,0,0,0,0,9,15,5
08118076,5792,444,290,2546,2422,5,0,2,0,43,39,81
08118077,1155,133,76,748,127,0,0,0,0,30,40,13
08118078,1314,325,163,774,17,3,0,0,0,4,27,69
08118079,3129,823,326,1355,533,7,0,0,0,34,51,164
08118080,2071,396,218,1249,195,2,0,0,0,8,3,80
08118081,2282,456,207,1415,100,16,0,0,0,31,57,66
08119000,85808,9783,5772,35647,33523,177,9,0,5,354,540,1436
08119001,6852,372,277,2771,3368,7,5,0,1,9,41,43
08119003,796,119,50,363,259,1,0,0,0,2,3,9
08119004,1816,167,90,683,864,3,0,0,0,5,4,9
08119006,1975,198,130,967,663,1,0,0,0,3,12,18
08119008,3938,820,360,1929,770,15,0,0,0,19,25,123
08119018,1029,101,92,674,132,13,0,0,0,6,11,15
08119020,2771,671,324,1436,308,2,3,0,0,14,11,146
08119024,2715,134,122,958,1482,3,0,0,0,5,12,9
08119037,2794,139,107,1106,1419,5,0,0,0,3,14,9
08119038,1321,175,102,799,219,9,0,0,0,6,12,22
08119041,845,176,101,406,147,5,0,0,0,5,5,20
08119042,1473,223,128,1055,56,1,0,0,0,2,9,29
08119044,7115,453,389,2285,3917,9,0,0,1,17,43,52
08119053,1980,166,125,695,967,0,0,0,0,10,16,23
08119055,2612,239,99,334,1906,7,0,0,0,10,17,51
08119061,3937,332,198,1589,1777,2,0,0,0,21,18,47
08119067,5683,834,351,2009,2410,9,0,0,0,33,37,136
08119068,922,155,107,579,71,3,0,0,0,1,5,21
08119069,2822,88,134,679,1906,4,0,0,0,3,9,3
08119075,4012,175,218,1005,2571,2,0,0,0,16,26,31
08119076,2077,224,118,777,915,10,0,0,0,11,22,50
08119079,4275,962,508,2078,643,15,0,0,0,31,38,180
08119083,1413,198,103,878,218,0,1,0,0,5,11,14
08119084,3799,360,189,1437,1776,4,0,0,0,11,23,37
08119085,2805,559,257,1234,726,5,0,0,0,11,14,89
08119086,1712,182,111,499,868,4,0,0,0,31,17,29
08119087,3545,292,205,1869,1134,9,0,0,3,7,26,45
08119089,2586,186,158,1343,879,0,0,0,0,13,8,13
08119090,1514,296,171,688,316,15,0,0,0,13,14,54
08119091,3171,516,328,1737,522,11,0,0,0,30,27,69
08119093,1504,271,119,786,313,4,0,0,0,2,8,39
08121000,9989,2550,1089,4637,1381,75,0,0,0,33,223,545
08125000,109991,11798,8046,60278,27758,355,1,0,3,490,1261,1986
08125001,966,173,85,430,269,2,0,0,0,2,7,62
08125005,2471,485,254,1440,177,7,0,0,0,23,85,100
08125006,7356,875,526,4554,1268,23,0,0,0,39,70,111
08125007,1938,207,168,1256,253,5,0,0,0,19,31,31
08125008,2524,190,137,1042,1126,1,0,0,0,12,16,8
08125013,4575,497,396,3054,558,12,1,0,0,18,39,77
08125017,1709,196,96,736,666,2,0,0,0,7,7,47
08125021,1250,95,123,609,413,0,0,0,1,2,8,10
08125024,586,115,79,349,37,0,0,0,0,1,5,14
08125026,8858,822,562,5058,2292,19,0,0,1,29,76,143
08125027,1273,143,135,668,310,2,0,0,0,6,9,24
08125030,848,148,79,504,110,0,0,0,0,3,5,13
08125034,1908,221,136,1165,356,10,0,0,0,9,10,40
08125038,1627,260,139,981,228,3,0,0,0,4,12,87
08125039,3844,271,205,2000,1273,21,0,0,0,17,57,22
08125046,2651,373,236,1688,320,8,0,0,0,5,20,78
08125047,1411,117,94,924,261,3,0,0,0,2,10,15
08125048,1768,99,115,1048,444,10,0,0,0,16,36,8
08125049,2150,237,154,1403,337,6,0,0,0,1,13,66
08125056,2263,253,184,1473,220,9,0,0,0,21,102,41
08125057,622,78,45,316,176,0,0,0,0,2,3,7
08125058,2347,317,182,1487,344,2,0,0,0,6,10,67
08125059,2346,145,114,683,1365,5,0,0,0,1,34,5
08125061,878,107,61,541,163,1,0,0,0,1,3,16
08125063,4960,378,367,2751,1312,38,0,0,0,58,56,90
08125065,2494,672,293,1169,305,6,0,0,0,10,40,171
08125066,1398,284,94,545,429,10,0,0,0,4,32,14
08125068,3291,203,211,1765,1017,7,0,0,0,30,57,22
08125069,4117,370,279,2451,966,5,0,0,0,4,42,80
08125074,1271,185,119,854,99,3,0,0,0,3,8,16
08125078,2124,208,139,1451,257,14,0,0,0,1,54,10
08125079,566,165,56,283,30,4,0,0,0,4,24,81
08125081,1204,102,95,617,374,0,0,0,0,2,15,23
08125084,1401,68,86,758,454,2,0,0,0,21,12,10
08125086,4949,434,342,2846,1289,8,0,0,0,8,23,69
08125087,768,98,54,481,130,1,0,0,0,1,3,45
08125094,1162,189,98,651,198,9,0,0,0,8,8,36
08125096,367,78,30,244,0,2,0,0,0,1,12,6
08125098,2727,247,177,1063,1221,4,0,0,0,5,9,33
08125102,2222,369,302,1000,526,2,0,0,0,9,14,36
08125103,2523,94,180,1309,835,24,0,0,0,45,35,7
08125107,3002,279,114,999,1570,11,0,0,0,9,20,18
08125108,2218,168,131,1222,650,8,0,0,0,9,31,23
08125110,3108,468,252,1474,825,39,0,0,1,4,45,52
08125111,3556,172,180,1502,1655,5,0,0,0,4,38,34
08125113,2397,143,143,1434,649,3,0,0,0,5,19,18
08126000,77676,5391,5340,43708,21272,658,1,0,1,461,845,916
08126011,6468,484,453,3208,2227,22,0,0,0,28,47,63
08126020,3235,162,256,1921,784,37,0,0,0,39,37,29
08126028,3809,256,261,2153,1016,15,0,0,0,41,68,35
08126039,4648,254,370,2836,1082,22,0,0,0,43,41,39
08126045,5290,218,320,3299,1247,125,0,0,0,28,53,27
08126046,7517,623,512,4180,1995,62,0,0,0,60,84,89
08126047,5428,512,362,3933,568,8,0,0,0,3,42,127
08126056,8009,288,542,4506,2361,109,0,0,1,80,122,53
08126058,4784,380,414,3542,356,30,0,0,0,16,47,70
08126060,1771,170,90,478,978,25,0,0,0,11,20,38
08126066,6779,860,564,3846,1340,64,1,0,0,20,85,161
08126069,4129,376,245,2060,1371,12,0,0,0,16,49,42
08126072,8167,332,553,4539,2509,92,0,0,0,53,89,39
08126085,3155,219,124,1003,1770,5,0,0,0,9,25,85
08126086,1277,90,91,625,427,17,0,0,0,12,14,17
08126094,3210,170,184,1579,1241,13,0,0,0,2,21,2
08127000,148407,9891,8383,80868,46620,515,68,3,12,647,1400,1564
08127008,9017,461,512,6111,1844,13,0,0,0,17,60,96
08127009,5287,163,320,3039,1619,17,0,0,0,63,64,7
08127012,2359,143,103,1397,683,6,0,0,0,8,19,14
08127013,4930,167,130,1844,2748,5,0,0,0,7,29,11
08127014,10908,1313,732,6055,2642,37,0,1,0,36,91,312
08127023,2419,143,121,813,1313,6,0,0,1,6,18,23
08127025,6259,429,293,2162,3255,23,0,0,0,35,62,82
08127032,4038,246,231,2772,714,13,1,0,0,24,37,29
08127043,5487,394,343,3675,993,12,0,0,0,16,55,64
08127046,4093,298,279,2635,786,16,0,0,0,13,66,42
08127047,3140,131,129,1507,1275,28,0,0,0,32,39,16
08127052,5870,296,179,2198,3154,3,0,0,0,13,27,39
08127056,1768,161,103,855,613,3,0,0,0,19,14,16
08127059,3522,174,147,1371,1773,10,0,0,1,8,37,20
08127062,3794,248,139,1404,1966,4,0,0,0,7,25,51
08127063,5484,333,275,2943,1853,11,0,2,1,14,53,57
08127071,7480,416,458,5190,1341,6,0,0,0,14,55,49
08127073,4621,376,395,2937,809,11,1,0,0,35,58,67
08127075,10521,437,573,7017,2378,18,0,0,0,43,55,49
08127076,10419,1455,818,5476,2437,69,0,0,3,54,108,238
08127079,4397,157,152,1088,2925,7,0,0,0,18,50,31
08127086,2719,189,199,1911,325,30,0,0,0,29,36,39
08127089,3189,234,199,1668,991,42,0,0,0,20,36,28
08127091,2547,176,172,1840,305,18,0,0,0,13,22,19
08127099,2742,151,200,1820,482,44,0,0,0,22,23,32
08127100,3101,214,169,1529,1112,18,0,0,0,11,47,24
08127101,4846,257,288,2762,1452,16,0,0,0,15,55,24
08127102,3128,258,203,1501,1082,3,0,0,2,17,62,34
08127103,6986,296,359,3676,2548,15,12,0,0,17,61,24
08127104,3336,175,163,1672,1200,11,53,0,2,20,38,26
08128000,130412,6632,7873,75043,38037,576,0,0,1,1180,1070,1170
08128006,1723,122,86,1087,416,4,0,0,0,4,3,26
08128007,12996,926,768,6699,4272,131,0,0,1,112,89,142
08128014,10171,518,558,6065,2920,14,0,0,0,62,33,190
08128020,11723,362,710,7709,2672,45,0,0,0,148,77,41
08128039,3476,228,104,1040,2001,6,0,0,0,11,86,43
08128045,5628,187,359,3745,1299,3,0,0,0,15,21,22
08128047,4472,235,294,3036,725,75,0,0,0,64,42,51
08128058,4283,219,267,2398,1347,8,0,0,0,25,19,35
08128061,6121,165,358,3869,1674,8,0,0,0,30,18,12
08128064,8143,305,340,4599,2853,5,0,0,0,7,33,52
08128082,10405,326,746,6711,2261,21,0,0,0,284,57,40
08128115,6929,553,543,3389,2282,45,0,0,0,54,63,124
08128126,8093,381,546,5164,1759,18,0,0,0,155,71,52
08128128,4317,192,248,2365,1378,44,0,0,0,38,51,21
08128131,13859,1079,846,6592,4950,24,0,0,0,74,293,231
08128137,3236,104,165,2308,614,0,0,0,0,27,20,14
08128138,5393,158,350,2981,1803,57,0,0,0,23,22,15
08128139,9444,570,584,5287,2812,69,0,0,0,48,74,60
08135000,62714,5149,3240,26373,26876,96,455,0,2,264,258,809
08135010,7806,402,413,4066,2826,8,0,0,0,39,52,40
08135015,9243,571,483,5523,2543,13,61,0,0,35,13,91
08135016,4407,617,363,2427,904,11,34,0,0,22,28,145
08135019,10709,1467,593,2159,6386,12,9,0,0,44,41,204
08135020,5863,519,347,2467,2341,18,93,0,0,31,48,120
08135021,1525,124,106,1006,225,10,23,0,1,15,13,25
08135025,4544,318,136,816,3242,3,1,0,0,14,15,46
08135026,4499,264,234,1513,2427,10,27,0,0,17,9,37
08135027,2981,210,135,1694,932,1,0,0,0,4,5,19
08135031,2892,251,175,1750,675,0,0,0,0,14,29,28
08135032,8243,408,255,2953,4375,10,207,0,0,30,5,53
08136000,151139,12566,7705,69845,58573,852,74,12,9,332,1171,1804
08136002,7157,438,268,2624,3711,16,0,0,1,5,93,74
08136003,2290,107,63,828,1266,5,0,0,0,5,15,8
08136007,2075,131,82,835,1007,5,0,12,0,1,1,12
08136009,1222,171,78,877,83,5,0,0,0,2,6,21
08136010,7696,585,390,3830,2776,33,10,0,0,31,41,106
08136015,1044,120,55,485,372,2,0,0,0,1,10,18
08136018,3019,114,148,861,1840,8,0,0,0,1,48,3
08136019,12738,1197,739,6411,4113,102,0,0,0,11,166,229
08136020,2028,110,95,1159,652,4,0,0,0,1,7,10
08136021,5849,341,235,2393,2828,25,0,0,0,12,16,59
08136024,1138,113,66,717,210,15,0,0,0,3,14,8
08136027,5452,304,172,1986,2963,8,0,0,0,3,17,37
08136028,2578,263,105,961,1205,25,1,0,0,15,5,31
08136029,903,81,52,621,136,4,0,0,0,0,10,3
08136033,1870,208,110,1045,475,12,0,0,0,4,16,26
08136034,1139,109,62,849,111,3,0,0,0,2,2,12
08136035,3795,134,113,1159,2319,16,1,0,5,8,39,14
08136037,2105,109,128,1486,322,15,33,0,0,3,10,6
08136038,4086,207,159,1608,2053,24,13,0,0,8,14,21
08136040,211,58,17,71,56,4,0,0,0,1,5,2
08136042,3428,482,229,977,1658,22,0,0,0,13,49,54
08136043,1027,157,62,692,105,2,0,0,0,2,6,24
08136044,879,189,70,358,251,6,0,0,0,1,3,20
08136045,11851,523,596,5950,4663,46,6,0,0,43,24,76
08136046,3627,169,119,1801,1513,6,0,0,1,5,14,18
08136049,586,29,26,317,201,4,0,0,0,1,8,1
08136050,2355,224,104,353,1639,18,0,0,0,13,4,55
08136060,4102,186,112,1214,2534,5,0,0,0,4,47,41
08136061,1421,95,65,741,504,5,0,0,0,1,11,15
08136062,1187,87,64,806,220,3,0,0,0,0,6,12
08136065,11381,1776,752,4837,3709,188,0,0,0,50,69,285
08136066,1239,134,61,434,600,2,0,0,0,2,8,19
08136068,3118,159,144,1940,823,5,0,0,0,0,47,13
08136070,1201,55,54,601,465,11,0,0,0,2,13,1
08136071,1774,111,105,1118,417,6,0,0,0,1,16,11
08136075,6807,341,322,4686,1385,21,0,0,0,5,47,31
08136079,2096,237,100,1141,581,17,2,0,0,9,9,26
08136082,3845,288,255,1849,1373,21,0,0,0,4,56,39
08136084,1817,109,74,760,810,2,0,0,1,0,61,16
08136087,1797,118,102,1083,468,5,0,0,0,8,13,10
08136088,14658,2012,950,6035,5448,102,8,0,1,52,51,311
08136089,2547,187,204,1344,708,26,0,0,0,2,76,25
08211000,14019,1454,672,3091,8525,112,0,0,0,27,139,185
08212000,17342,5942,2183,3899,4446,73,0,0,2,94,704,1297
08215000,108498,13976,6706,47832,36330,574,28,4,14,627,2407,2358
08215007,7110,816,509,3581,2125,22,0,0,3,26,28,128
08215009,9304,1594,681,4039,2811,46,0,0,0,31,102,324
08215017,5675,982,387,1611,2628,7,0,0,0,14,46,246
08215021,1146,265,117,368,355,0,0,0,1,4,36,50
08215025,1486,127,98,954,294,0,0,0,0,4,10,19
08215029,1098,146,49,411,485,2,0,0,0,0,4,17
08215039,1090,195,68,245,566,0,0,0,0,1,15,54
08215040,1266,96,82,772,299,1,0,0,0,8,8,12
08215046,5124,536,212,1780,2439,31,0,2,0,9,115,156
08215047,3492,168,89,694,2530,0,0,0,0,4,7,22
08215059,3357,415,284,1726,887,7,0,2,0,17,19,76
08215064,5328,517,275,2694,1752,6,0,0,0,54,29,95
08215066,5054,593,261,2061,1677,34,28,0,0,56,344,149
08215082,1875,175,91,1277,319,2,0,0,0,6,5,32
08215084,3649,540,280,1794,887,59,0,0,0,20,70,51
08215089,3668,458,226,1860,1104,5,0,0,0,7,10,42
08215090,2938,271,197,1387,1031,0,0,0,0,32,19,41
08215094,1010,79,82,674,146,17,0,0,0,2,8,15
08215096,3801,465,238,1478,1589,12,0,0,0,3,17,62
08215097,8059,492,475,5613,1360,13,0,0,0,71,33,57
08215099,2880,364,203,1106,1053,71,0,0,0,5,78,76
08215100,2410,570,161,935,687,2,0,0,0,2,54,53
08215101,3105,393,158,1381,1135,3,0,0,0,14,21,41
08215102,2611,478,153,789,748,50,0,0,10,13,371,74
08215103,1402,295,128,482,465,5,0,0,0,1,25,56
08215105,2360,276,142,1053,655,14,0,0,0,13,207,29
08215106,4284,664,267,1207,2046,11,0,0,0,6,83,119
08215107,1892,386,109,763,239,22,0,0,0,152,222,32
08215108,3231,545,218,1144,1142,52,0,0,0,14,116,96
08215109,4568,593,242,1699,1951,3,0,0,0,5,76,80
08215110,1135,267,83,410,370,1,0,0,0,2,2,20
08215111,3089,218,136,1844,555,78,0,0,0,32,227,35
08216000,73843,7482,3661,22441,37023,470,0,0,7,537,2221,1577
08216002,1329,103,40,529,459,6,0,0,0,30,162,13
08216005,1390,241,106,542,492,1,0,0,0,3,6,47
08216006,460,114,37,301,1,0,0,0,0,4,4,38
08216007,7318,985,472,2834,2839,16,0,0,0,76,95,219
08216008,1767,197,75,470,1005,6,0,0,0,8,8,4
08216009,2597,308,109,1098,1030,1,0,0,0,12,39,59
08216012,1013,99,35,386,290,20,0,0,0,14,169,7
08216013,13186,182,195,685,11896,48,0,0,0,25,155,22
08216015,6501,800,285,1593,3658,93,0,0,0,32,40,130
08216017,8203,370,169,988,6579,45,0,0,0,11,41,40
08216022,1491,135,97,552,536,18,0,0,0,12,140,28
08216023,1991,413,100,613,667,14,0,0,3,23,160,87
08216024,1808,234,95,519,912,9,0,0,0,23,16,62
08216028,2762,217,94,1679,581,3,0,0,1,20,167,39
08216029,1706,61,70,227,1334,7,0,0,0,4,3,2
08216033,1156,269,70,602,196,1,0,0,0,3,14,104
08216039,1098,164,86,580,242,1,0,0,0,12,13,42
08216041,2921,271,168,1800,610,6,0,0,0,14,53,60
08216043,5898,1303,468,2250,1344,109,0,0,4,104,316,357
08216049,2850,398,200,1468,725,9,0,0,0,17,33,31
08216052,1242,106,37,668,298,1,0,0,0,25,105,15
08216059,907,65,37,167,580,37,0,0,0,4,17,12
08216063,4250,448,619,1891,750,17,0,0,0,61,464,158
08221000,10883,2373,947,2862,4384,26,0,0,0,38,253,232
08222000,14497,6045,2394,3447,1735,75,0,0,0,36,765,1580
08225000,112595,7266,5284,51148,46880,671,3,0,2,560,780,864
08225001,4384,253,228,2322,1455,54,0,0,0,36,35,29
08225002,2284,187,142,1263,658,10,0,0,0,11,14,16
08225009,4894,279,258,2842,1407,17,0,0,0,45,46,29
08225010,483,52,38,182,169,1,0,0,0,6,35,5
08225014,13893,1012,678,6076,5948,64,0,0,0,49,65,143
08225024,1641,128,67,850,589,1,0,0,0,2,4,7
08225032,8708,425,400,4620,3052,97,3,0,0,64,47,61
08225033,1915,210,110,588,864,64,0,0,1,4,74,43
08225039,3048,148,111,1624,1095,28,0,0,0,38,4,13
08225042,1762,99,108,1046,489,11,0,0,0,3,5,15
08225052,4359,274,139,1575,2347,6,0,0,0,11,8,34
08225058,6216,827,376,2025,2840,62,0,0,0,29,56,107
08225060,10749,392,220,3138,6956,14,0,0,0,15,14,33
08225064,1531,91,91,617,669,3,0,0,0,8,52,4
08225067,817,61,40,202,469,18,0,0,0,1,26,5
08225068,1592,71,56,595,848,0,0,0,0,5,17,6
08225074,2425,223,163,956,961,41,0,0,0,24,56,29
08225075,4732,340,298,2269,1701,25,0,0,0,63,38,71
08225082,4094,149,200,2343,1360,9,0,0,0,18,15,18
08225091,2785,191,184,1402,926,48,0,0,0,10,24,15
08225109,10591,739,434,4784,4542,35,0,0,0,24,32,98
08225113,472,25,25,37,348,0,0,0,0,0,37,1
08225114,5597,264,299,3333,1629,18,0,0,0,33,21,15
08225115,3696,191,187,2110,1171,2,0,0,0,23,12,16
08225116,836,117,43,276,394,2,0,0,0,1,3,6
08225117,4662,268,277,2461,1559,30,0,0,0,30,37,27
08225118,4429,250,114,1613,2434,9,0,0,0,6,3,19
08226000,106155,14713,7101,44010,37623,326,0,0,2,730,1651,2109
08226003,1596,172,109,723,394,9,0,0,0,38,153,22
08226006,1216,167,79,410,532,6,0,0,0,9,14,22
08226009,1019,260,70,479,91,1,0,0,0,16,102,25
08226010,2267,234,200,1232,552,13,0,0,0,14,23,14
08226012,1415,207,88,454,625,1,0,0,0,4,36,15
08226013,8115,422,241,854,6399,14,0,0,0,26,157,64
08226017,1297,97,72,631,486,0,0,0,0,6,6,14
08226018,570,252,56,259,0,0,0,0,0,2,0,51
08226020,823,103,65,375,263,0,0,0,0,8,10,20
08226022,415,59,20,180,155,0,0,0,0,0,0,1
08226027,821,22,20,155,618,2,0,0,0,2,3,5
08226028,1471,312,113,1034,0,5,0,0,0,2,5,68
08226029,1960,115,57,568,1208,1,0,0,0,7,4,4
08226031,1285,235,90,619,291,1,0,0,0,7,42,16
08226032,3484,636,378,1596,766,5,0,0,0,19,84,149
08226036,589,154,57,323,0,0,0,0,0,15,40,22
08226037,1652,304,150,519,457,2,0,0,0,25,194,45
08226038,1900,367,161,1304,0,11,0,0,0,4,53,99
08226040,1029,140,70,565,221,1,0,0,0,10,22,23
08226041,2064,480,173,679,699,11,0,0,0,10,12,81
08226046,677,139,47,382,95,6,0,0,0,1,6,33
08226048,629,108,45,344,117,0,0,0,0,5,10,13
08226049,1633,193,119,970,318,1,0,0,0,9,24,37
08226054,1530,224,99,772,407,1,0,0,0,21,7,20
08226055,2641,187,122,1243,1026,8,0,0,0,38,16,23
08226056,2616,386,134,727,1256,1,0,0,0,13,100,17
08226058,648,80,42,312,202,0,0,0,0,4,8,16
08226059,338,132,48,154,0,2,0,0,0,2,0,17
08226060,1358,348,94,487,377,17,0,0,0,16,19,34
08226062,1278,234,73,386,573,3,0,0,0,2,6,9
08226063,850,217,71,561,0,0,0,0,0,1,0,36
08226065,1112,208,119,653,91,12,0,0,0,17,12,16
08226066,1000,84,53,460,396,0,0,0,0,5,2,11
08226068,1635,186,103,617,700,2,0,0,0,6,21,19
08226076,1455,264,109,394,670,1,0,0,0,3,16,15
08226080,2249,161,45,203,1826,2,0,0,0,8,5,18
08226081,3447,129,115,932,2244,2,0,0,0,8,18,3
08226082,3161,293,138,859,1855,1,0,0,0,9,6,18
08226084,2150,488,283,547,741,27,0,0,0,33,31,34
08226085,12699,1384,929,6950,3174,73,0,0,0,99,90,215
08226086,852,60,37,435,314,0,0,0,0,3,3,1
08226091,2557,217,173,1376,758,1,0,0,0,12,20,41
08226095,1991,468,192,529,784,6,0,0,0,4,8,134
08226096,5811,1093,471,2411,1734,4,0,0,2,27,69,167
08226097,1113,96,36,457,515,4,0,0,0,2,3,4
08226098,3024,870,276,1471,268,55,0,0,0,54,30,158
08226099,475,105,20,90,258,0,0,0,0,2,0,2
08226101,1164,103,78,674,286,0,0,0,0,13,9,18
08226102,1792,167,122,1071,401,5,0,0,0,15,12,14
08226103,2556,514,211,1142,637,4,0,0,0,21,28,89
08226104,1491,164,41,482,793,1,0,0,0,7,3,10
08226105,1204,283,126,692,3,0,0,0,0,14,86,39
08226106,2795,180,165,1763,641,1,0,0,0,24,21,36
08226107,1235,212,97,505,408,1,0,0,0,8,4,33
08231000,9799,2274,877,1530,5005,29,0,0,0,11,73,290
08235000,79729,5721,3535,20377,48931,284,0,62,4,489,327,803
08235006,5319,433,273,1562,2985,7,0,0,0,28,31,75
08235007,1916,246,136,801,675,22,0,0,0,32,2,46
08235008,3378,285,135,934,1969,6,0,0,0,34,15,14
08235018,1841,72,27,154,1578,2,0,0,0,4,4,5
08235020,2456,188,152,1061,1025,3,0,0,0,14,12,21
08235022,1002,108,65,530,275,7,0,0,0,13,2,22
08235025,2018,59,32,122,1788,2,0,0,0,5,10,4
08235029,1468,116,96,659,525,31,0,0,0,39,3,8
08235032,2892,277,187,1177,1168,32,0,0,0,36,14,90
08235033,3301,263,90,460,2473,2,0,0,0,6,7,6
08235035,907,57,25,31,778,2,0,0,0,6,8,10
08235046,6310,748,454,2592,2393,33,0,0,0,52,38,170
08235047,2469,240,131,991,1087,2,0,0,0,8,9,30
08235050,5129,183,159,1128,3640,1,0,0,0,9,9,29
08235055,3598,128,95,685,2669,1,0,6,0,8,5,10
08235057,923,74,57,469,290,8,0,0,0,24,1,4
08235060,392,55,35,100,193,1,0,0,0,3,5,8
08235065,3721,271,103,585,2737,8,0,0,0,14,2,20
08235066,4416,138,96,843,3330,1,0,0,0,4,6,32
08235067,951,83,58,405,389,3,0,0,0,12,2,12
08235073,630,74,45,86,404,1,0,0,0,6,15,6
08235079,10522,317,141,483,9456,3,0,55,3,17,46,30
08235080,5668,376,418,2249,2456,70,0,0,0,65,34,43
08235084,2517,124,126,617,1629,5,0,0,0,11,4,8
08235085,5988,807,397,1652,3019,33,0,0,0,37,42,101
08236000,57360,6050,3510,25086,21818,140,2,1,6,408,340,911
08236004,1904,286,160,662,783,1,0,0,0,7,7,58
08236011,804,105,53,386,246,5,0,0,0,7,2,10
08236013,1518,158,51,315,976,0,0,0,0,15,1,12
08236019,854,116,81,398,235,10,0,0,0,13,1,25
08236025,1430,159,109,738,391,2,0,0,0,27,4,21
08236028,2939,249,185,1118,1346,10,0,0,0,10,22,52
08236030,822,142,63,385,221,4,0,0,0,5,3,13
08236031,863,79,52,565,162,0,0,0,0,4,2,5
08236033,2633,304,173,1395,711,5,0,1,3,15,24,70
08236038,2540,248,145,879,1213,4,0,0,0,20,31,33
08236039,1679,149,75,756,624,7,0,0,0,64,2,21
08236040,5432,728,401,2587,1581,7,0,0,0,55,73,145
08236043,2815,240,126,263,2150,3,0,0,0,13,20,44
08236044,2975,195,124,994,1631,3,0,0,0,19,9,25
