ags,residential_buildings_total,buildings_1flat,buildings_2flats,buildings_3flats,buildings_dorms,residential_buildings_area_total
05978020,10320,6386,1941,1985,8,1898.1
05978024,17193,9382,2756,5042,13,3588.4
05978028,10572,6014,2017,2531,10,2175.8
05978032,7218,4894,1372,950,2,1241.9
05978036,14418,9067,2514,2827,10,2770.4
05978040,7668,4984,1521,1154,9,1429
06000000,1411033,875791,296312,235312,3618,290325.8
06411000,23635,12362,3435,7644,194,6341.5
06412000,78517,31509,7724,38532,752,28815.4
06413000,14028,5911,2146,5937,34,4643.6
06414000,39420,19926,5449,13787,258,11639.6
06431000,68963,42864,16890,9145,64,13181.3
06431001,743,390,286,67,0,138.8
06431002,9647,6245,1853,1533,16,1961.7
06431003,2797,2037,557,203,0,451.9
06431004,3018,1856,858,304,0,535.9
06431005,4300,2660,1164,473,3,786.9
06431006,1895,1300,424,167,4,334.9
06431007,2844,1624,888,330,2,529.2
06431008,1156,561,424,171,0,223.7
06431009,1054,650,286,117,1,185.1
06431010,1176,783,300,91,2,196.7
06431011,5963,3627,1518,806,12,1265.1
06431012,1039,627,260,152,0,177.8
06431013,8167,5414,1778,970,5,1510.6
06431014,2239,1411,654,173,1,377.1
06431015,1478,863,437,178,0,269.9
06431016,3736,2616,711,407,2,677.7
06431017,2722,1540,786,394,2,533.2
06431018,1174,632,373,169,0,210.4
06431019,2573,1592,721,258,2,472.3
06431020,6300,3214,1447,1633,6,1453.6
06431021,2978,1849,799,329,1,524.9
06431022,1964,1373,366,220,5,363.7
06432000,76810,49666,17061,10034,49,14167.3
06432001,2661,1833,555,272,1,480.5
06432002,4272,2820,930,522,0,772.7
06432003,1536,1039,315,181,1,281
06432004,4100,2938,711,449,2,724.9
06432005,1621,996,416,207,2,294.4
06432006,2124,1341,533,243,7,374
06432007,844,588,187,68,1,146
06432008,5933,3416,1204,1310,3,1220.3
06432009,1267,790,347,129,1,221.5
06432010,5864,3886,1368,609,1,1035.5
06432011,3651,2452,761,436,2,658.3
06432012,1032,639,262,128,3,202
06432013,1544,1060,364,120,0,263.1
06432014,3774,2489,813,469,3,717.5
06432015,3786,2439,888,457,2,680.7
06432016,3912,2522,817,571,2,716.3
06432017,2041,1414,493,133,1,350.2
06432018,5643,3243,1297,1094,9,1112.2
06432019,4667,2990,1193,483,1,833.2
06432020,3543,2409,757,375,2,627.5
06432021,2598,1553,768,277,0,465
06432022,4557,3181,816,559,1,868.3
06432023,5840,3628,1266,942,4,1122.5
06433000,57421,35141,12063,10015,202,11571
06433001,1771,1231,369,170,1,304.6
06433002,2634,1495,628,508,3,554
06433003,3823,2385,863,570,5,710.6
06433004,2933,1980,594,355,4,518
06433005,3028,1718,536,710,64,666.7
06433006,5941,3942,1198,795,6,1115.3
06433007,2752,1264,598,888,2,651.3
06433008,7080,4250,1374,1452,4,1489.5
06433009,2671,1806,508,356,1,503.7
06433010,2645,1659,503,400,83,553.3
06433011,6247,4222,1365,657,3,1094.6
06433012,10635,5762,2348,2503,22,2463.9
06433013,1681,1111,408,160,2,288.2
06433014,3580,2316,771,491,2,657.2
06434000,54264,37157,8428,8580,99,11672.8
06434001,10410,6557,1439,2384,30,2596.9
06434002,5870,4024,1040,781,25,1252.3
06434003,1832,1432,297,102,1,317
06434004,1483,954,388,139,2,267
06434005,3996,2743,586,662,5,950.6
06434006,3898,2577,540,771,10,952.2
06434007,4083,3052,657,368,6,713.3
06434008,8876,5500,1303,2061,12,2116.2
06434009,3120,2402,520,197,1,519.4
06434010,1694,1158,185,350,1,434.1
06434011,3771,2786,571,410,4,706.6
06434012,3004,2310,463,231,0,489.7
06434013,2227,1662,439,124,2,357.6
06435000,102257,64063,23232,14815,147,19728.7
06435001,2317,1176,544,596,1,483.9
06435002,3467,2034,910,520,3,659.1
06435003,2769,1887,718,163,1,443.2
06435004,1968,1370,475,123,0,339.3
06435005,1639,1079,421,138,1,280.3
06435006,5238,3351,1068,818,1,1018.2
06435007,3383,2089,758,535,1,663.7
06435008,895,634,217,44,0,138.5
06435009,4219,2572,1203,442,2,751.7
06435010,5951,3548,1474,916,13,1134.2
06435011,1923,1237,408,278,0,361.4
06435012,4314,2732,1157,424,1,754
06435013,1473,969,357,147,0,261.5
06435014,16147,9104,2887,4113,43,3814
06435015,2204,1336,684,184,0,378.8
06435016,1081,613,361,106,1,191.2
06435017,3679,2373,796,508,2,673.9
06435018,3068,1956,864,248,0,519.2
06435019,7132,4343,1235,1544,10,1659.3
06435020,1636,1092,373,170,1,282.2
06435021,5796,4198,1032,565,1,1005.2
06435022,899,566,173,160,0,170.1
06435023,2924,2063,539,322,0,542.4
06435024,1092,706,295,91,0,189
06435025,4402,2840,1078,450,34,800.7
06435026,3298,2144,723,430,1,594.4
06435027,2957,2032,815,110,0,477.9
06435028,3088,2046,793,220,29,535.1
06435029,3298,1973,874,450,1,606.1
06436000,51984,34710,8229,8966,79,11163.5
06436001,4540,2906,669,962,3,1170.8
06436002,3765,2700,693,371,1,728.7
06436003,3948,2680,474,786,8,929.9
06436004,4941,3034,1049,850,8,940
06436005,5320,3416,913,984,7,1216
06436006,3813,2544,570,672,27,840.8
06436007,9621,6449,1570,1599,3,1930.7
06436008,6848,4532,1213,1099,4,1438.7
06436009,2364,1613,310,437,4,489.1
06436010,1994,1496,211,286,1,395.7
06436011,2835,2015,289,528,3,665.6
06436012,1995,1325,268,392,10,417.6
06437000,27842,17924,7064,2834,20,4859.9
06437001,2635,1665,707,261,2,476
06437003,1618,1058,420,139,1,277.1
06437004,1973,1151,579,241,2,351.6
06437005,1205,827,285,93,0,201.5
06437006,3446,2212,787,444,3,637
06437007,1004,658,245,99,2,169.3
06437009,2630,1592,700,336,2,473.5
06437010,1999,1223,594,182,0,353.5
06437011,4500,3000,1014,482,4,781.5
06437012,860,606,207,47,0,141.9
06437013,2538,1620,656,260,2,440.5
06437016,3434,2312,870,250,2,556.6
06438000,70585,42197,13711,14606,71,15483.6
06438001,5099,3292,817,973,17,1292
06438002,9163,5433,1912,1805,13,1943.5
06438003,2704,1821,535,345,3,497.9
06438004,3521,2139,835,546,1,652.9
06438005,4266,3044,609,609,4,900
06438006,6636,3856,1072,1697,11,1584.9
06438007,2430,1393,652,383,2,463.6
06438008,5569,2717,1323,1526,3,1215
06438009,5259,2607,785,1867,0,1545.7
06438010,4308,2364,841,1100,3,1045
06438011,9668,5888,1899,1872,9,2004.3
06438012,6853,4674,1256,921,2,1316
06438013,5109,2969,1175,962,3,1022.8
06439000,49132,32157,10073,6849,53,9346.8
06439001,1866,1241,452,171,2,323.6
06439002,2686,1731,483,467,5,526.1
06439003,4168,2455,917,795,1,837.4
06439004,2980,1901,606,465,8,566.9
06439005,2736,2024,514,196,2,435.3
06439006,2017,1382,474,161,0,337.5
06439007,3370,2504,625,239,2,582.3
06439008,5800,3732,1094,966,8,1228
06439009,1059,605,289,165,0,190
06439010,1303,945,253,104,1,195
06439011,3659,2397,741,520,1,761.8
06439012,3325,2126,750,443,6,584.1
06439013,2169,1163,518,483,5,424.2
06439014,1947,1326,426,194,1,353.4
06439015,6924,4632,1218,1064,10,1428.5
06439016,1701,1164,403,133,1,288.9
06439017,1422,829,310,283,0,283.7
06440000,79899,52525,16860,10427,87,15049.2
06440001,3288,2290,669,328,1,582.1
06440002,6507,3856,1116,1530,5,1544.6
06440003,7639,4908,1203,1498,30,1639.9
06440004,5587,3583,1307,693,4,1013.5
06440005,6398,4131,1321,942,4,1225.2
06440006,1662,1121,385,153,3,284.9
06440007,2660,1753,688,215,4,458.4
06440008,6244,3763,1192,1268,21,1299
06440009,2188,1489,523,171,5,376.3
06440010,942,579,287,76,0,164
06440011,877,610,193,73,1,146.3
06440012,5913,4063,1100,748,2,1102.9
06440013,764,456,239,67,2,144.1
06440014,1588,1091,353,143,1,274.4
06440015,1846,1274,425,147,0,321.4
06440016,4902,3365,1061,475,1,842.1
06440017,2908,1944,685,279,0,509.8
06440018,1774,1107,498,168,1,317.6
06440019,2654,1760,662,232,0,461.6
06440020,1650,1158,388,104,0,275.8
06440021,2073,1412,481,180,0,351.9
06440022,1304,824,360,120,0,234.5
06440023,3729,2811,579,339,0,652.2
06440024,2945,2041,660,243,1,488.8
06440025,1857,1136,485,235,1,337.7
06531000,63931,38995,15139,9644,153,12864.4
06531001,1363,957,319,86,1,221.6
06531002,3268,2176,862,228,2,549.8
06531003,3564,2153,1022,387,2,681.7
06531004,1856,1136,502,213,5,362
06531005,12486,5899,2198,4271,118,3482.7
06531006,3997,2698,903,395,1,717.2
06531007,2104,1145,630,326,3,402.2
06531008,3957,2695,966,296,0,684.2
06531009,3335,2230,774,330,1,610.3
06531010,3136,2292,606,232,6,511.5
06531011,3932,2635,787,510,0,716.3
06531012,3174,1906,830,437,1,645.5
06531013,2460,1504,610,345,1,472.9
06531014,4432,2581,1280,564,7,877.4
06531015,1670,1121,451,98,0,279.4
06531016,3005,1971,741,292,1,541.7
06531017,2457,1462,739,254,2,431.5
06531018,3735,2434,919,380,2,676.5
06532000,74201,51024,16355,6762,60,12737.9
06532001,3701,2410,923,366,2,663.9
06532002,1122,796,275,50,1,183.9
06532003,3657,2748,597,310,2,601.6
06532004,1511,1124,334,51,2,240.1
06532005,1903,1345,439,116,3,297.4
06532006,6454,4288,1481,679,6,1131.9
06532007,1796,1390,328,76,2,277.5
06532008,2929,2132,595,200,2,478.3
06532009,3112,2207,734,170,1,522.2
06532010,2484,1931,470,83,0,375.4
06532011,5667,3879,1393,389,6,958
06532012,5779,3915,1234,626,4,1028.4
06532013,1750,1308,366,76,0,269.8
06532014,3172,2167,718,287,0,561.4
06532015,2399,1376,742,280,1,427.9
06532016,1815,1230,473,109,3,293.1
06532017,1706,1301,341,64,0,262.3
06532018,2118,1526,484,108,0,341.9
06532019,947,723,197,27,0,140
06532020,2084,1571,370,130,13,331.6
06532021,4217,2992,919,304,2,704.7
06532022,1727,1269,365,93,0,274
06532023,12151,7396,2577,2168,10,2372.5
06533000,51514,35812,10904,4758,40,8909.6
06533001,1816,1328,370,116,2,294.1
06533002,2151,1450,552,147,2,365.2
06533003,4055,2691,869,493,2,735.3
06533004,2828,2070,595,163,0,451.5
06533005,824,617,165,42,0,132.8
06533006,2299,1548,497,252,2,400.8
06533007,3550,2459,729,359,3,608.7
06533008,3226,2416,612,197,1,541.7
06533009,8139,5031,1659,1438,11,1658
06533010,1530,1114,336,79,1,246
06533011,1964,1486,371,107,0,302
06533012,1055,767,229,58,1,172.5
06533013,3049,2098,728,222,1,506
06533014,2363,1671,535,156,1,409.4
06533015,2389,1738,522,127,2,381
06533016,1899,1367,380,152,0,324.3
06533017,3831,2649,782,394,6,651.6
06533018,2926,2110,604,207,5,476.8
06533019,1620,1202,369,49,0,251.9
06534000,62799,40276,14667,7624,232,11878.1
06534001,1709,1233,386,90,0,282.5
06534002,1091,768,269,53,1,176.8
06534003,2453,1573,713,167,0,407.7
06534004,3995,2630,1017,347,1,681.6
06534005,1923,1224,595,103,1,343.2
06534006,1936,1235,498,200,3,339.5
06534007,3549,2444,910,193,2,614.5
06534008,2931,2062,697,170,2,485.4
06534009,1323,930,311,82,0,218.2
06534010,3459,2357,820,277,5,606.3
06534011,4746,3165,1096,483,2,834.3
06534012,2028,1334,500,193,1,363.1
06534013,1787,1210,467,109,1,299.5
06534014,13163,6908,2483,3606,166,3261.3
06534015,1119,823,253,42,1,182.5
06534016,2507,1615,673,218,1,428.9
06534017,1447,1003,353,91,0,245.7
06534018,4643,2913,979,712,39,915.4
06534019,1328,948,324,54,2,211.5
06534020,2258,1579,501,175,3,392.3
06534021,2612,1712,661,238,1,464
06534022,792,610,161,21,0,123.7
06535000,34306,24332,7403,2518,53,5758.6
06535001,4408,2853,938,614,3,798.3
06535002,658,440,181,37,0,114.4
06535003,962,740,195,27,0,150.1
06535004,1065,810,218,36,1,178.3
06535005,1023,760,205,58,0,166.1
06535006,889,672,189,27,1,139.1
06535007,1687,1281,313,93,0,277
06535008,1511,1044,360,92,15,261.8
06535009,2246,1539,507,185,15,385.1
06535010,1072,761,264,47,0,181
06535011,4051,2754,892,399,6,690.3
06535012,858,670,158,30,0,143.5
06535013,3150,2269,711,168,2,511.9
06535014,959,727,185,46,1,159.8
06535015,2819,1886,685,246,2,485.2
06535016,3404,2481,661,256,6,551.3
06535017,993,740,217,36,0,162.8
06535018,1276,1042,191,42,1,183.8
06535019,1275,863,333,79,0,218.6
06611000,31320,15357,4763,10766,434,8242.6
06631000,56412,30626,17353,8322,111,11097.5
06631001,780,396,242,142,0,155.7
06631002,2026,1245,618,161,2,359.4
06631003,985,537,329,118,1,186.8
06631004,1347,775,454,117,1,244.9
06631005,782,471,265,46,0,131.7
06631006,3105,1725,995,383,2,592.9
06631007,2216,1431,651,134,0,385.8
06631008,2457,1206,965,284,2,463.9
06631009,12700,5984,3242,3383,91,2947.2
06631010,1692,1029,481,182,0,291.6
06631011,2497,1309,954,233,1,469.4
06631012,1534,960,427,147,0,259.6
06631013,1836,1086,623,124,3,329.8
06631014,1324,682,551,90,1,250.4
06631015,4234,2454,1219,558,3,813.9
06631016,1876,1033,693,150,0,336.9
06631017,4249,2245,1251,752,1,864.2
06631018,3022,1486,1150,386,0,568.2
06631019,890,584,259,46,1,152.8
06631020,4091,2214,1214,662,1,822.4
06631021,836,496,246,94,0,147.2
06631022,511,340,144,26,1,86
06631023,1422,938,380,104,0,236.8
06632000,36735,24778,8666,3194,97,6152.3
06632001,1486,1003,392,89,2,254
06632002,7208,4386,1497,1250,75,1365.6
06632003,3999,2680,923,385,11,666.2
06632004,583,426,133,24,0,92.9
06632005,502,358,113,31,0,72
06632006,832,573,198,59,2,136.3
06632007,1093,759,289,45,0,176.4
06632008,1004,702,263,39,0,161.4
06632009,2640,1788,724,128,0,410.3
06632010,1129,775,313,41,0,180.6
06632011,1219,848,282,89,0,198.4
06632012,1827,1215,521,90,1,300.3
06632013,1028,766,214,48,0,155
06632014,1012,696,262,54,0,164.1
06632015,1679,1110,462,107,0,279.7
06632016,1455,1020,342,93,0,231.9
06632017,886,624,234,27,1,136.3
06632018,3812,2621,744,443,4,649.4
06632019,1516,1045,394,76,1,248.1
06632020,1825,1383,366,76,0,273.3
06633000,69733,45479,17147,7038,69,12054.9
06633001,2724,1987,572,164,1,426.9
06633002,1108,686,288,134,0,191.8
06633003,6551,4091,1518,924,18,1296.9
06633004,1271,961,266,44,0,202.3
06633005,2449,1685,606,153,5,396.6
06633006,1724,1050,484,190,0,316.4
06633007,1631,1082,443,106,0,263.2
06633008,2742,1883,624,235,0,463.7
06633009,3676,2372,908,391,5,604.3
06633010,1766,1124,476,163,3,300.5
06633011,1761,1250,398,111,2,289.2
06633012,1780,1135,518,125,2,281.6
06633013,4003,2532,941,526,4,724.9
06633014,2250,1413,626,211,0,369.1
06633015,3639,2421,841,375,2,625.6
06633016,1155,857,260,38,0,174.8
06633017,3534,2152,808,569,5,659.8
06633018,1617,1038,402,176,1,277.2
06633019,681,494,149,38,0,104.6
06633020,3033,1732,827,472,2,550.2
06633022,1499,963,409,127,0,248.6
06633023,3211,1983,945,282,1,539.3
06633024,1575,959,514,102,0,250.5
06633025,1781,1230,471,78,2,290
06633026,5003,3437,916,638,12,889.3
06633028,3611,2302,908,399,2,650
06633029,2151,1475,515,160,1,359.9
06633030,1807,1185,514,107,1,307.6
06634000,55439,36491,14272,4595,81,9476.8
06634001,4054,2878,921,255,0,642.9
06634002,2338,1514,663,160,1,392.4
06634003,3404,2217,965,221,1,562.2
06634004,2471,1629,708,133,1,412.4
06634005,4099,2797,846,424,32,737.4
06634006,1009,692,265,51,1,171.6
06634007,2814,1876,656,281,1,492.6
06634008,1674,1072,467,134,1,278.6
06634009,3996,2615,949,429,3,695
06634010,820,558,216,45,1,134.5
06634011,1559,1099,381,78,1,250.3
06634012,1006,697,248,61,0,167.3
06634013,1359,971,326,62,0,219.7
06634014,3735,2241,975,501,18,684.7
06634015,1171,770,328,73,0,189.8
06634016,1078,709,330,39,0,173.1
06634017,1906,1099,600,203,4,345.1
06634018,1765,1210,425,130,0,302.3
06634019,1120,731,303,86,0,185.6
06634020,741,517,194,30,0,121.4
06634021,980,616,307,56,1,171
06634022,4843,3045,1191,599,8,878.3
06634023,345,238,94,13,0,54.9
06634024,1954,1261,510,182,1,334.7
06634025,2426,1678,614,131,3,396.6
06634026,1574,1014,488,71,1,268.9
06634027,1198,747,302,147,2,213.5
06635000,48069,32672,10411,4895,91,8290.6
06635001,1682,1157,411,114,0,295.5
06635002,4249,2893,763,586,7,783.2
06635003,4319,2581,892,840,6,843.5
06635004,1752,1230,395,126,1,300.8
06635005,704,533,133,38,0,106.2
06635006,1581,1040,439,102,0,274.4
06635007,1815,1341,373,101,0,282.2
06635008,1790,1274,411,103,2,294.9
06635009,2406,1754,485,165,2,368.1
06635010,1098,808,244,44,2,175.5
06635011,5037,3299,1068,662,8,914.9
06635012,1229,844,299,84,2,203.7
06635013,1135,803,295,34,3,192.5
06635014,1099,774,284,41,0,172.4
06635015,6101,4083,1113,854,51,1093.7
06635016,1349,962,328,59,0,225.5
06635017,727,532,165,29,1,122.2
06635018,1406,1005,321,79,1,234.6
06635019,2055,1492,441,120,2,318.8
06635020,2044,1360,506,178,0,350
06635021,2573,1828,555,189,1,402.3
06635022,1918,1079,490,347,2,335.8
06636000,31817,21837,6867,3025,88,5198.2
06636001,2495,1688,468,338,1,419.4
06636002,622,493,120,9,0,90.4
06636003,5154,3185,954,1008,7,956.5
06636004,2122,1361,574,186,1,337.8
06636005,941,717,171,53,0,145.1
06636006,3646,2418,870,323,35,600.8
06636007,1819,1348,393,78,0,272.6
06636008,1180,861,275,43,1,177.5
06636009,691,517,142,32,0,99.6
06636010,1088,843,217,28,0,166.2
06636011,2441,1643,568,229,1,390.7
06636012,1524,1025,409,89,1,245
06636013,1472,1100,263,109,0,220.8
06636014,1754,1245,424,85,0,273.4
06636015,407,311,88,8,0,58.6
06636016,4461,3082,931,407,41,743.6
07000000,1206038,878647,190089,136199,1103,215892.6
07111000,21041,10770,3339,6902,30,5160.4
07131000,41509,31001,5889,4592,27,6999.8
07131001,969,682,174,112,1,162.9
07131002,434,357,58,19,0,61.8
07131003,657,519,94,44,0,99.6
07131004,245,216,23,6,0,33.7
07131005,124,105,12,7,0,17.8
07131006,2252,1321,394,535,2,486.7
07131007,6944,4340,1016,1579,9,1482.6
07131008,186,158,21,7,0,27.4
07131009,29,25,3,1,0,3.9
07131011,541,459,73,9,0,76.3
07131014,934,754,133,47,0,131.7
07131015,44,36,8,0,0,6.3
07131016,191,158,27,6,0,27.6
07131017,613,453,97,63,0,97
07131018,96,87,9,0,0,12.6
07131021,48,43,4,1,0,6.2
07131022,42,36,5,1,0,5.9
07131025,248,206,32,10,0,35.9
07131026,61,49,10,2,0,8.6
07131027,126,110,13,2,1,17.5
07131028,106,91,13,2,0,15.9
07131029,433,368,58,7,0,60.9
07131030,143,125,13,5,0,19.3
07131032,68,58,8,2,0,10.2
07131033,232,212,20,0,0,31.5
07131034,189,162,18,9,0,27
07131036,251,200,37,14,0,38.5
07131037,180,159,18,3,0,23.1
07131039,276,239,33,4,0,35.9
07131040,188,160,22,6,0,25.4
07131041,245,188,36,21,0,36.5
07131042,60,43,11,6,0,9.9
07131044,204,166,28,10,0,28.5
07131047,246,220,21,5,0,34.7
07131049,352,274,50,28,0,53.6
07131050,83,66,14,3,0,11.1
07131051,194,167,26,1,0,28.2
07131052,90,75,12,3,0,12.2
07131054,361,277,67,17,0,54.8
07131055,1028,819,148,59,2,154.5
07131058,79,69,8,2,0,11.5
07131059,297,243,44,10,0,41.9
07131060,377,275,74,28,0,58
07131062,69,61,6,2,0,10.3
07131065,80,71,9,0,0,11.6
07131066,118,105,12,1,0,15.8
07131068,223,176,32,15,0,30.9
07131069,221,181,36,4,0,30.6
07131070,4928,3461,785,678,4,876.1
07131072,96,76,17,3,0,14.1
07131073,353,309,34,10,0,46.5
07131074,289,247,28,14,0,38.9
07131075,47,44,3,0,0,6.4
07131076,44,39,5,0,0,6.1
07131077,4990,3613,705,667,5,868.6
07131079,27,22,4,1,0,4.3
07131081,328,267,49,12,0,49
07131082,395,348,39,8,0,54
07131083,103,85,10,7,1,15.8
07131084,202,156,35,11,0,28.5
07131085,89,75,12,2,0,11.8
07131086,63,47,11,5,0,9.3
07131090,3857,3118,491,247,1,595.9
07131201,73,64,8,1,0,9.7
07131202,1211,972,166,73,0,178.5
07131204,84,70,13,1,0,12.8
07131205,227,197,19,11,0,32.2
07131206,135,115,15,5,0,20.3
07131208,312,258,46,8,0,43.2
07131209,459,376,50,32,1,70.3
07131210,470,411,47,12,0,64.3
07131211,581,476,80,25,0,82.8
07131501,288,249,29,10,0,35.1
07131502,681,542,108,31,0,100.8
07132000,43715,33000,7847,2851,17,6750.3
07132001,137,104,28,5,0,20.9
07132002,568,427,107,34,0,82.8
07132004,40,34,5,1,0,5.9
07132005,65,53,9,3,0,10.1
07132006,2923,2043,515,363,2,474.6
07132007,158,123,25,10,0,24.5
07132008,882,692,162,27,1,132.8
07132009,226,193,26,7,0,34
07132010,298,254,35,9,0,44.1
07132011,395,331,53,11,0,51
07132012,890,668,197,25,0,127.8
07132013,346,270,64,12,0,52.3
07132014,254,191,50,13,0,38.1
07132015,254,220,26,8,0,30.2
07132016,192,156,26,10,0,28.6
07132017,103,75,19,9,0,18.4
07132018,1566,1248,251,67,0,219
07132019,342,268,60,14,0,50.7
07132020,118,91,24,3,0,17.8
07132022,171,139,30,2,0,26.9
07132023,184,135,34,15,0,31.3
07132024,123,98,18,7,0,19.7
07132025,649,547,82,20,0,95
07132026,262,215,44,3,0,36
07132027,21,15,6,0,0,3.2
07132028,400,309,68,23,0,62.4
07132029,23,21,2,0,0,2.7
07132030,153,116,30,7,0,23.3
07132031,103,86,15,2,0,17.2
07132032,427,302,78,47,0,72.5
07132033,230,165,48,17,0,38.2
07132034,246,204,32,10,0,36.7
07132035,56,43,10,3,0,8.3
07132036,379,310,51,18,0,54.9
07132037,530,388,113,29,0,83
07132038,421,327,74,20,0,62.2
07132039,624,492,95,36,1,100.1
07132040,239,182,46,11,0,38
07132041,36,28,6,2,0,5.8
07132042,196,139,47,10,0,28.9
07132043,285,245,35,5,0,40.1
07132044,999,692,208,98,1,175.6
07132045,200,156,37,7,0,28.7
07132046,107,87,15,5,0,16.1
07132047,279,211,55,13,0,46.7
